Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,volume,issue,DocumentURL,startPage,FindACopy,Database
Review 5 -- No Title,"In a prefatory note the poet prepares us for the moods of passion and inspiration which passed over his lyre and gave it spontaneous utterance. ""The viol of love,"" he says, ""is an instrument said to derive its beautiful name (viola d'amore) from the 'sympathetic' strings, usually seven in number, with which it is fitted below the finger-board.",124752621,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565151 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124752621?accountid=14709, 235,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+5+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=235&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 17 -- No Title,"The leading lady of the first story, after five years of marriage, finds her soul too great for her surroundings, her individuality pooh-poohed, and her aspirations neglected by a husband immersed in the business of the State. So she makes up her mind to sell this great soul, and thinking Mr.",124752677,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565281 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124752677?accountid=14709, 229,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+17+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=229&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 13 -- No Title,,124752831,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565241 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124752831?accountid=14709, 231,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+13+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=231&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
NEW BOOKS.,"The question whether journalism helps or hinders a writer to create literature has recently been discussed by the local press with fresh interest, and the discussion is likely to continue for a long time, inasmuch as the controversialists seek to reach general conclusions where no general conclusion can be reached.",124752878,Magazines," N H B
N H B", Copyright American Periodicals Series III Nov 1895," 426565381 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124752878?accountid=14709, 217,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=NEW+BOOKS.%3A+THE+NOVELS+OF+TWO+JOURNALISTS.&amp;rft.au=N+H+B&amp;rft.aulast=N+H+B&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=217&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 8 -- No Title,"The world is being more and more conventionalised, and the purely picturesque is departing from its history. War is now an intellectual exercise, like a game of chess. Statesmanship is largely a matter of figures and finance. Great monarchs ride the bicycle and array themselves in pot hats and the costume of the bagman.",124752903,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565181 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124752903?accountid=14709, 234,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+8+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=234&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
NOVEL NOTES.,"Those who are acquainted with Clarkson Whitelock's earlier work will find a pleasant surprise awaiting them in her new volume of stories. There was no hint in that work that she would startle us by-and-bye with a new note, or develop latent power of imagination in striking a fresh vein.",124752963,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565301 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124752963?accountid=14709, 228,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=NOVEL+NOTES.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=228&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 7 -- No Title,"This, the last volume in the Queen's Prime Ministers Series, is very largely a history of the foreign relations of England from 1850, preceded by an account of the great Reform movement. For American readers its most interesting chapter is that which treats (too briefly) of the time when Lord John held the post of Foreign Minister in the Palmerston administration from 1861-65.",124753069,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565171 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124753069?accountid=14709, 234,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+7+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=234&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 2 -- No Title,"In Snow Bird and the Water Tiger, and Other Tales, Miss Compton has recreated the shapes that were wont to dance and flash in the Indian's primeval fancy as he sat by his wigwam, on the vast prairie or in the great forest, and dreamed of the Happy Hunting Grounds. Miss Pauline Johnson, whose proudest claim is that Indian blood courses in her veins, and whose happiest memories are of ""the copper-tinted face and smouldering fire of wilder life,"" sings the swan song of the doomed race.",124753090,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565121 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124753090?accountid=14709, 236,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+2+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=236&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
BOOKMAN BREVITIES.,"Mr. Anthony Hope's Half a Hero, which preceded The Prisoner of Zenda and was published in 1893, has been reissued by the Messrs. Harper in a new and handsome edition. Those who have not already enjoyed reading this work of fiction by Mr. Hope will do well to attempt it in this advantageous form.",124754075,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565101 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124754075?accountid=14709, 237,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=BOOKMAN+BREVITIES.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=237&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 15 -- No Title,"Mrs. Hinkson, author of A Cluster of Nuts, and one or two volumes of poems, has now ventured upon a novel of Irish life, and with considerable success. To be sure, there are crudities and a certain awkwardness in the construction; but these will disappear in her future work, while the merits of the present book will reappear and to better advantage.",124754137,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565261 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124754137?accountid=14709, 230,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+15+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=230&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE THIRD NAPOLEON.,"The wave of Napoleonic reminiscence has at last swept beyond the period of the first Emperor and reached the reign of his nephew and successor. From many points of view a study of Napoleon III. is as interesting and as fascinating to the investigator as that of the founder of the family; and in a way it is more fruitful, for one can now scarcely expect to turn up any material that shall throw new light upon the First Empire; whereas the whole history of the other is still to be written.",124754189,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565371 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124754189?accountid=14709, 220,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+THIRD+NAPOLEON.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=220&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 3 -- No Title,"The editor of these American Indian Tales has made splendid use of her materials. The stories are founded, we are informed, on folk-lore contained in the works of Schoolcraft, Copway, and Catlin, and also upon Government records of Indian affairs filed at the Smithsonian Institute.",124754516,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565131 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124754516?accountid=14709, 236,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+3+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=236&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE BOOKMAN'S TABLE.,"The value which will be attached to this exquisite little volume will arise more from the melancholy interest of its contents and the beauty of the book in which they are encased than in the quantity or quality of the work. There are ten poems here, the last which Mr. Lowell wrote, and which Mr.",124754562,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565191 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124754562?accountid=14709, 233,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+BOOKMAN%27S+TABLE.&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=233&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 18 -- No Title,"Perhaps Mr. Haggard or another will dramatise Joan Haste. The main incidents would have a fine scenic effect on the boards; the fall of Graves from the tower, Joan's heroic method of reviving him, the oath of the villain Rock, the confession of Levinger, and the tragic final sacrifice of the heroine, personating her old lover to save him from the maniacal fury of her husband--none of these could fail to be effective.",124754619,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565291 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124754619?accountid=14709, 229,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+18+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=229&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 1 -- No Title,,124754623,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565111 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124754623?accountid=14709, 237,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+1+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=237&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 16 -- No Title,"The old-time woman was a riddle, the new woman is still a chrysalis, but when we get a pattern of progress upon a groundwork of conservatism, what are we going to do about it? This question is that to which the household of Theodora were reduced after fourteen months of her constant presence with them.",124754669,Magazines,, Copyright American Periodicals Series III Nov 1895," 426565271 , 5790152 , 41364", review, Nov 1895, English, English,, New York,Nov 1895,The Bookman; a Review of Books and Life (1895-1933),1895,2,3,http://search.proquest.com/docview/124754669?accountid=14709, 230,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+16+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1895-11-01&amp;rft.volume=2&amp;rft.issue=3&amp;rft.spage=230&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
