Title,Abstract,StoreId,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,issue,language,languageOfSummary,placeOfPublication,pubdate,pubtitle,year,volume,DocumentURL,startPage,FindACopy,Database
Review 27 -- No Title,"THIS portrayal of the Marquis de La Fayette may well serve as a model for biographers seeking, on the one hand, to avoid the dulness of dry fact, and on the other, the absurdity and insignificance of romantic fantasy. The author presents no unverifiable conversations, no fanciful gestures, no forced characterization, yet, it is La Fayette himself who speaks constantly from these pages, whose mannerisms are vividly conveyed, whose romantic character as the Hero of Two Worlds is tested and re-tested before our eyes, until a Third World, as yet unseen, unknown, claims his restless spirit.",124731348,Magazines," Burke, Armand
Armand
Armand Burke
Burke
ARMAND BURKE", Copyright American Periodicals Series III Oct 1930," 429491961 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731348?accountid=14709, 184,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+27+--+No+Title&amp;rft.au=Burke%2C+Armand&amp;rft.aulast=Burke&amp;rft.aufirst=Armand&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=184&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 32 -- No Title,,124731358,Magazines,, Copyright American Periodicals Series III Oct 1930," 429492011 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731358?accountid=14709, 180,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+32+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=180&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
THE HISTORY OF THEIR BOOKS,"FROM one angle Albert Payson Terhune is an excellent example of the writing man under the yoke of popular demand; for the writing man and the writing woman, like the people of the stage, are subject to the moral of the old lines that ""those who live to please must please to live"". When Mr.",124731393,Magazines," Arthur Bartlett Maurice
Arthur Bartlett Maurice", Copyright American Periodicals Series III Oct 1930," 429492251 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731393?accountid=14709, 126,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=THE+HISTORY+OF+THEIR+BOOKS%3A+XIV.+ALBERT+PAYSON+TERHUNE&amp;rft.au=Arthur+Bartlett+Maurice&amp;rft.aulast=Arthur+Bartlett+Maurice&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=126&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 2 -- No Title,"BOOKS on various Indian captivities have long been among the favorite items of collectors of Americana. Mary Jemison is the most famous of them, and twenty-three printings of her Life have been recorded. This edition, which preserves the spirit and small format of the first, is the work of the Pynson Printers.",124731411,Magazines,, Copyright American Periodicals Series III Oct 1930," 429491621 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731411?accountid=14709, xx,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+2+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=xx&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 7 -- No Title,"IF THE present enthusiasm on the part of publishers and the reading public continues, the ""wild man of Florence"" will soon be obliged to take out his first papers--for this is the third translation from Papini's works within a year.",124731463,Magazines," O'Brien, Justin
Justin
Justin O'Brien
O'Brien
JUSTIN O'BRIEN", Copyright American Periodicals Series III Oct 1930," 429491731 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731463?accountid=14709, 201,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+7+--+No+Title&amp;rft.au=O%27Brien%2C+Justin&amp;rft.aulast=O%27Brien&amp;rft.aufirst=Justin&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=201&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 15 -- No Title,"MR. BENNETT'S publishers call this book ""the diary of the modern Samuel Pepys"", but one has only to read a few pages to know that they are wrong. For Pepys kept his diary in code so that other people should not read it, whereas it is obvious that Bennett's chief object in keeping a diary was that other people should.",124731499,Magazines,, Copyright American Periodicals Series III Oct 1930," 429491811 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731499?accountid=14709, 197,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+15+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=197&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 24 -- No Title,"THE LAST poems we are likely to have from the pen of Leonard Cline, and all the poems of his that we are likely to remember, are in this volume. To those who have hitherto known him only as a novelist they will seem surprisingly good.",124731524,Magazines,, Copyright American Periodicals Series III Oct 1930," 429491921 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731524?accountid=14709, 187,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+24+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=187&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 29 -- No Title,"FEW families are worth the number of books that have been written about the Adamses. It is a strong witness of their genuine greatness and their worth to us in our generation that new books have been written, such as Mrs. Bobbe's Abigail Adams, James Truslow Adams's The Adams Family, Mrs. Bobbe's new work, Mr.",124731560,Magazines," COLEY TAYLOR
COLEY TAYLOR", Copyright American Periodicals Series III Oct 1930," 429491981 , 5814032 , 41364", review, Oct 1930,2, English, English, New York,Oct 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124731560?accountid=14709, 182,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+29+--+No+Title&amp;rft.au=COLEY+TAYLOR&amp;rft.aulast=COLEY+TAYLOR&amp;rft.aufirst=&amp;rft.date=1930-10-01&amp;rft.volume=72&amp;rft.issue=2&amp;rft.spage=182&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 23 -- No Title,,124729248,Magazines,, Copyright American Periodicals Series III Nov 1930," 429492861 , 5814042 , 41364", review, Nov 1930,3, English, English, New York,Nov 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124729248?accountid=14709, 318,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+23+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-11-01&amp;rft.volume=72&amp;rft.issue=3&amp;rft.spage=318&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 19 -- No Title,"M. DERMENGHEM, a French historian who has made a specialty of studying the lives of mystics, is excellently qualified for the task of writing biography of the great religious and military leader who in the seventh century established the monotheistic rule of Islam over disorganized and idolatrous Arabia. M. Dermenghem is a thorough, affectionate scholar; he writes engagingly; and in particular he has an understanding of mystic experience.",124729274,Magazines,, Copyright American Periodicals Series III Nov 1930," 429492821 , 5814042 , 41364", review, Nov 1930,3, English, English, New York,Nov 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124729274?accountid=14709, 321,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+19+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-11-01&amp;rft.volume=72&amp;rft.issue=3&amp;rft.spage=321&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 33 -- No Title,"THE appearance of a Galsworthy item is a sufficiently momentous event, but the reappearance of the Forsyte family brings the pleasure of a reunion. Here are nineteen stories, which use the Forsyte Saga as a basis and background and serve as annotations on the fortunes and natures of what is probably the most interesting (and certainly the most thoroughly analyzed) family in English fiction.",124729295,Magazines,, Copyright American Periodicals Series III Nov 1930," 429492971 , 5814042 , 41364", review, Nov 1930,3, English, English, New York,Nov 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124729295?accountid=14709, 310,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+33+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-11-01&amp;rft.volume=72&amp;rft.issue=3&amp;rft.spage=310&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Miscellaneous,,124729364,Magazines,, Copyright American Periodicals Series III Nov 1930," 429493391 , 5814042 , 41364", review, Nov 1930,3, English, English, New York,Nov 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124729364?accountid=14709, X,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Miscellaneous&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-11-01&amp;rft.volume=72&amp;rft.issue=3&amp;rft.spage=X&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 6 -- No Title,,124729404,Magazines,, Copyright American Periodicals Series III Nov 1930," 429492671 , 5814042 , 41364", review, Nov 1930,3, English, English, New York,Nov 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124729404?accountid=14709, 333,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+6+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-11-01&amp;rft.volume=72&amp;rft.issue=3&amp;rft.spage=333&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 18 -- No Title,"DR. WADE is a member of that group at Vanderbilt University which has given us the ""Fugitive"" poets. His life of Wesley represents a new phase of American scholarship, for although widely read in his subject he has treated it in a manner as steadfastly artistic, and even as playful, as that of Mr. Lytton Strachey might have been.",124729429,Magazines," Sykes, Gerald
Gerald
Gerald Sykes
Sykes
GERALD SYKES", Copyright American Periodicals Series III Nov 1930," 429492811 , 5814042 , 41364", review, Nov 1930,3, English, English, New York,Nov 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124729429?accountid=14709, 321,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+18+--+No+Title&amp;rft.au=Sykes%2C+Gerald&amp;rft.aulast=Sykes&amp;rft.aufirst=Gerald&amp;rft.date=1930-11-01&amp;rft.volume=72&amp;rft.issue=3&amp;rft.spage=321&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
BIOGRAPHY,"LET it not be thought that Carl Van Doren's Swift is just another biography written to the order of some enterprising publisher eager to catch the market for racy anecdote about the notorious dead. The author himself tells us in his ""Bibliographical Note"" that it is twenty years since the book was first projected. Unlike most of his predecessors in writing about Swift, he has ""preferred to examine the entire evidence, to select what he believes to be truth, to tell it, and to leave gossip where gossip belongs"".",124729460,Magazines," Baird, Theodore
Theodore
Theodore Baird
Baird
THEODORE BAIRD", Copyright American Periodicals Series III Nov 1930," 429492921 , 5814042 , 41364", review, Nov 1930,3, English, English, New York,Nov 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124729460?accountid=14709, 314,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=BIOGRAPHY&amp;rft.au=Baird%2C+Theodore&amp;rft.aulast=Baird&amp;rft.aufirst=Theodore&amp;rft.date=1930-11-01&amp;rft.volume=72&amp;rft.issue=3&amp;rft.spage=314&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
Review 49 -- No Title,,124729495,Magazines,, Copyright American Periodicals Series III Nov 1930," 429493131 , 5814042 , 41364", review, Nov 1930,3, English, English, New York,Nov 1930,The Bookman; a Review of Books and Life (1895-1933),1930,72,http://search.proquest.com/docview/124729495?accountid=14709, 301,http://pitt.idm.oclc.org/login?url=http://RT4RF9QN2Y.search.serialssolutions.com/?ctx_ver=Z39.88-2004&amp;ctx_enc=info:ofi/enc:UTF-8&amp;rfr_id=info:sid/ProQ%3Aamericanperiodicals&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;rft.genre=unknown&amp;rft.jtitle=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.atitle=Review+49+--+No+Title&amp;rft.au=&amp;rft.aulast=&amp;rft.aufirst=&amp;rft.date=1930-11-01&amp;rft.volume=72&amp;rft.issue=3&amp;rft.spage=301&amp;rft.isbn=&amp;rft.btitle=&amp;rft.title=The+Bookman%3B+a+Review+of+Books+and+Life+%281895-1933%29&amp;rft.issn=&amp;rft_id=info:doi/,American Periodicals
